instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
353,2011-01-16,1,4,False,0,1,0.26,-17.634666666666664,0.56,0.1642,0,1,1
354,2011-01-16,1,5,False,0,2,0.26,-17.634666666666664,0.56,0.1642,1,1,2
355,2011-01-16,1,6,False,0,2,0.26,-17.634666666666664,0.56,0.1642,0,1,1
356,2011-01-16,1,7,False,0,2,0.24,-17.659944444444445,0.56,0.2985,0,3,3
357,2011-01-16,1,8,False,0,1,0.22,-17.659944444444445,0.55,0.2836,0,18,18
358,2011-01-16,1,9,False,0,1,0.22,-17.659944444444445,0.51,0.2537,3,29,32
359,2011-01-16,1,10,False,0,1,0.22,-17.659944444444445,0.51,0.2836,8,71,79
367,2011-01-16,1,18,False,0,1,0.2,-17.659944444444445,0.4,0.1642,11,56,67
368,2011-01-16,1,19,False,0,1,0.18,-17.668333333333337,0.47,0.1343,0,47,61
369,2011-01-16,1,20,False,0,1,0.18,-17.668333333333337,0.47,0.1642,7,50,57
370,2011-01-16,1,21,False,0,1,0.18,-17.668333333333337,0.51,0.1642,6,22,28
371,2011-01-16,1,22,False,0,2,0.2,-17.659944444444445,0.49,0.1343,2,19,21
372,2011-01-16,1,23,False,0,2,0.2,-17.6515,0.4,0.1045,0,18,18
373,2011-01-17,1,0,True,1,2,0.2,-17.668333333333337,0.47,0.2239,1,16,17
374,2011-01-17,1,1,True,1,2,0.2,-17.668333333333337,0.44,0.194,1,15,16
375,2011-01-17,1,2,True,1,2,0.18,-17.685166666666667,0.43,0.2537,0,8,8
376,2011-01-17,1,3,True,1,2,0.18,-17.67677777777778,0.43,0.194,0,2,2
377,2011-01-17,1,4,True,1,2,0.18,-17.668333333333337,0.43,0.1343,1,2,3
378,2011-01-17,1,5,True,1,2,0.18,-17.668333333333337,0.43,0.1642,0,1,1
379,2011-01-17,1,6,True,1,2,0.18,-17.67677777777778,0.43,0.194,0,5,5
380,2011-01-17,1,7,True,1,2,0.16,-17.67677777777778,0.5,0.1343,4,9,13
381,2011-01-17,1,8,True,1,2,0.16,-17.69361111111111,0.47,0.2239,3,30,33
382,2011-01-17,1,9,True,1,2,0.16,-17.69361111111111,0.47,0.2239,8,39,47
383,2011-01-17,1,10,True,1,2,0.16,-17.69361111111111,0.5,0.2537,7,50,57
384,2011-01-17,1,11,True,1,2,0.16,-17.69361111111111,0.55,0.194,9,55,64
385,2011-01-17,1,12,True,1,2,0.18,-17.668333333333337,0.47,0.1343,10,70,80
386,2011-01-17,1,13,True,1,2,0.18,-17.668333333333337,0.47,0.1343,0,80,93
387,2011-01-17,1,14,True,1,2,0.18,-17.659944444444445,0.43,0.1045,12,74,86
389,2011-01-17,1,16,True,1,2,0.2,-17.659944444444445,0.47,0.1642,6,76,82
390,2011-01-17,1,17,True,1,1,0.2,-17.668333333333337,0.51,0.194,4,67,71
391,2011-01-17,1,18,True,1,2,0.18,-17.685166666666667,0.55,0.2537,7,85,92
392,2011-01-17,1,19,True,1,1,0.18,-17.67677777777778,0.59,0.194,2,58,60
393,2011-01-17,1,20,True,1,1,0.16,-17.69361111111111,0.8,0.194,4,29,33
394,2011-01-17,1,21,True,1,1,0.16,-17.69361111111111,0.8,0.194,3,24,27
395,2011-01-17,1,22,True,1,1,0.14,-17.710444444444445,0.93,0.2537,0,13,13
396,2011-01-17,1,23,True,1,1,0.16,-17.702,0.86,0.2836,1,3,4
397,2011-01-18,1,12,False,2,2,0.2,-17.67677777777778,0.86,0.3284,0,3,3
398,2011-01-18,1,13,False,2,2,0.2,-17.668333333333337,0.86,0.2239,0,22,22
399,2011-01-18,1,14,False,2,2,0.22,-17.6515,0.8,0.1642,2,26,28
400,2011-01-18,1,15,False,2,2,0.22,-17.6515,0.87,0.1642,3,32,35
401,2011-01-18,1,16,False,2,2,0.22,-17.6515,0.87,0.194,0,61,61
402,2011-01-18,1,17,False,2,2,0.22,-17.6515,0.82,0.194,1,124,125
403,2011-01-18,1,18,False,2,2,0.22,-17.6515,0.8,0.1642,1,132,133
404,2011-01-18,1,19,False,2,2,0.22,-17.6515,0.8,0.1343,1,98,99
405,2011-01-18,1,20,False,2,2,0.22,-17.62627777777778,0.87,0.0,0,83,83
406,2011-01-18,1,21,False,2,2,0.22,-17.64311111111111,0.93,0.1045,0,41,41
407,2011-01-18,1,22,False,2,2,0.22,-17.634666666666664,0.93,0.0896,0,33,33
408,2011-01-18,1,23,False,2,2,0.22,-17.62627777777778,0.93,0.0,1,19,20
409,2011-01-19,1,0,False,3,2,0.22,-17.62627777777778,0.93,0.0,0,3,3
410,2011-01-19,1,1,False,3,1,0.22,-17.6515,0.93,0.1343,1,6,7
411,2011-01-19,1,2,False,3,1,0.22,-17.6515,0.93,0.1343,0,3,3
412,2011-01-19,1,4,False,3,1,0.22,-17.6515,0.93,0.1343,1,1,2
413,2011-01-19,1,5,False,3,2,0.22,-17.634666666666664,0.93,0.0896,0,7,7
414,2011-01-19,1,6,False,3,2,0.22,-17.634666666666664,0.93,0.0896,0,32,32
415,2011-01-19,1,7,False,3,2,0.24,-17.634666666666664,0.92,0.1045,1,89,90
417,2011-01-19,1,9,False,3,2,0.24,-17.634666666666664,0.93,0.1045,2,107,109
418,2011-01-19,1,10,False,3,2,0.26,-17.62627777777778,0.93,0.1343,1,46,47
419,2011-01-19,1,11,False,3,2,0.28,-17.609444444444442,0.87,0.0896,5,47,52
420,2011-01-19,1,12,False,3,2,0.3,-17.601,0.81,0.0896,5,65,70
424,2011-01-19,1,16,False,3,1,0.38,-17.6515,0.58,0.3881,10,94,104
427,2011-01-19,1,19,False,3,1,0.32,-17.617833333333333,0.57,0.4179,4,108,112
428,2011-01-19,1,20,False,3,1,0.32,-17.609444444444442,0.49,0.2985,2,74,76
429,2011-01-19,1,21,False,3,1,0.32,-17.617833333333333,0.49,0.4179,4,55,59
430,2011-01-19,1,22,False,3,1,0.3,-17.609444444444442,0.52,0.1642,6,53,59
431,2011-01-19,1,23,False,3,1,0.3,-17.62627777777778,0.52,0.4627,1,27,28
432,2011-01-20,1,0,False,4,1,0.26,-17.6515,0.56,0.3881,5,8,13
433,2011-01-20,1,1,False,4,1,0.26,-17.62627777777778,0.56,0.0,2,3,5
434,2011-01-20,1,2,False,4,1,0.26,-17.62627777777778,0.56,0.0,0,2,2
435,2011-01-20,1,3,False,4,1,0.26,-17.634666666666664,0.56,0.1642,0,1,1
436,2011-01-20,1,4,False,4,1,0.26,-17.634666666666664,0.56,0.1642,0,1,1
437,2011-01-20,1,5,False,4,1,0.24,-17.6515,0.6,0.2239,0,6,6
438,2011-01-20,1,6,False,4,1,0.22,-17.659944444444445,0.6,0.2239,0,35,35
439,2011-01-20,1,7,False,4,1,0.22,-17.659944444444445,0.55,0.2239,1,100,101
441,2011-01-20,1,9,False,4,2,0.24,-17.6515,0.52,0.2239,3,140,143
442,2011-01-20,1,10,False,4,1,0.26,-17.6515,0.48,0.2985,1,56,57
443,2011-01-20,1,11,False,4,2,0.28,-17.62627777777778,0.45,0.1642,5,63,68
444,2011-01-20,1,12,False,4,2,0.3,-17.59261111111111,0.42,0.0,7,77,84
445,2011-01-20,1,13,False,4,2,0.28,-17.617833333333333,0.45,0.1045,12,86,98
446,2011-01-20,1,14,False,4,2,0.3,-17.609444444444442,0.45,0.1343,6,75,81
447,2011-01-20,1,15,False,4,2,0.32,-17.601,0.45,0.194,8,62,70
448,2011-01-20,1,16,False,4,2,0.3,-17.609444444444442,0.49,0.1343,8,83,91
451,2011-01-20,1,19,False,4,1,0.26,-17.6515,0.56,0.3284,6,1,1
452,2011-01-20,1,20,False,4,2,0.26,-17.64311111111111,0.6,0.2836,2,124,126
453,2011-01-20,1,21,False,4,2,0.24,-17.6515,0.6,0.2537,3,54,57
454,2011-01-20,1,22,False,4,2,0.24,-17.659944444444445,0.65,0.2836,0,56,56
455,2011-01-20,1,23,False,4,2,0.24,-17.659944444444445,0.65,0.3284,3,28,31
456,2011-01-21,1,0,False,5,2,0.24,-17.6515,0.7,0.2537,1,20,21
457,2011-01-21,1,1,False,5,2,0.24,-17.6515,0.7,0.2537,0,6,6
458,2011-01-21,1,2,False,5,1,0.24,-17.64311111111111,0.75,0.1642,0,2,2
459,2011-01-21,1,3,False,5,1,0.22,-17.659944444444445,0.8,0.2985,0,1,1
460,2011-01-21,1,4,False,5,2,0.22,-17.634666666666664,0.87,0.0896,0,1,1
461,2011-01-21,1,5,False,5,1,0.24,-17.668333333333337,0.6,0.4179,1,4,5
462,2011-01-21,1,6,False,5,1,0.22,-17.659944444444445,0.55,0.2537,0,27,27
463,2011-01-21,1,7,False,5,1,0.2,-17.67677777777778,0.51,0.2836,2,66,68
466,2011-01-21,1,10,False,5,1,0.2,-17.685166666666667,0.47,0.4627,6,57,63
467,2011-01-21,1,11,False,5,1,0.22,-17.67677777777778,0.41,0.4627,6,53,59
470,2011-01-21,1,14,False,5,1,0.2,-17.69361111111111,0.25,0.5224,6,56,62
471,2011-01-21,1,15,False,5,1,0.16,-17.710444444444445,0.26,0.4478,4,61,65
472,2011-01-21,1,16,False,5,1,0.16,-17.702,0.26,0.3582,0,97,97
474,2011-01-21,1,18,False,5,1,0.12,-17.710444444444445,0.3,0.2537,1,119,120
475,2011-01-21,1,19,False,5,1,0.12,-17.718833333333333,0.3,0.3284,3,93,96
476,2011-01-21,1,20,False,5,1,0.1,-17.735666666666663,0.33,0.4179,1,52,53
477,2011-01-21,1,21,False,5,1,0.08,-17.735666666666663,0.38,0.2836,0,41,41
479,2011-01-21,1,23,False,5,1,0.06,-17.7525,0.38,0.3284,0,27,27
489,2011-01-22,1,10,False,6,2,0.04,-17.74411111111111,0.41,0.1642,3,50,53
490,2011-01-22,1,11,False,6,2,0.06,-17.735666666666663,0.38,0.1343,4,59,63
491,2011-01-22,1,12,False,6,2,0.06,-17.718833333333333,0.38,0.1045,10,60,70
492,2011-01-22,1,13,False,6,1,0.08,-17.685166666666667,0.35,0.0,12,72,84
493,2011-01-22,1,14,False,6,1,0.1,-17.702,0.33,0.1045,11,64,75
494,2011-01-22,1,15,False,6,1,0.12,-17.69361111111111,0.28,0.0,10,93,103
495,2011-01-22,1,16,False,6,1,0.12,-17.702,0.28,0.194,11,72,83
496,2011-01-22,1,17,False,6,1,0.12,-17.668333333333337,0.28,0.0,8,59,67
497,2011-01-22,1,18,False,6,1,0.08,-17.72727777777778,0.35,0.194,0,54,54
498,2011-01-22,1,19,False,6,1,0.08,-17.718833333333333,0.35,0.1343,6,53,59
499,2011-01-22,1,20,False,6,1,0.06,-17.735666666666663,0.45,0.1642,1,44,45
500,2011-01-22,1,21,False,6,1,0.06,-17.718833333333333,0.41,0.0896,0,39,39
501,2011-01-22,1,22,False,6,1,0.06,-17.69361111111111,0.49,0.0,7,23,30
502,2011-01-22,1,23,False,6,1,0.04,-17.735666666666663,0.57,0.1045,2,31,33
503,2011-01-23,1,0,False,0,1,0.04,-17.735666666666663,0.57,0.1045,2,20,22
504,2011-01-23,1,1,False,0,1,0.04,-17.735666666666663,0.57,0.1045,1,12,13
505,2011-01-23,1,2,False,0,1,0.02,-17.74411111111111,0.62,0.1343,3,15,18
506,2011-01-23,1,3,False,0,1,0.02,-17.74411111111111,0.62,0.1343,1,4,5
507,2011-01-23,1,5,False,0,2,0.04,-17.735666666666663,0.57,0.1045,0,3,3
508,2011-01-23,1,6,False,0,2,0.04,-17.735666666666663,0.57,0.1045,0,1,1
509,2011-01-23,1,7,False,0,1,0.08,-17.718833333333333,0.58,0.1642,1,1,2
510,2011-01-23,1,8,False,0,1,0.06,-17.735666666666663,0.62,0.1642,2,17,19
511,2011-01-23,1,9,False,0,1,0.1,-17.735666666666663,0.54,0.3582,3,25,28
512,2011-01-23,1,10,False,0,1,0.14,-17.718833333333333,0.46,0.3881,7,51,58
515,2011-01-23,1,13,False,0,1,0.14,-17.718833333333333,0.33,0.3881,12,75,87
517,2011-01-23,1,15,False,0,1,0.16,-17.702,0.28,0.3582,0,64,77
518,2011-01-23,1,16,False,0,1,0.16,-17.702,0.26,0.3284,9,56,65
519,2011-01-23,1,17,False,0,1,0.14,-17.718833333333333,0.26,0.3881,5,50,55
520,2011-01-23,1,18,False,0,1,0.12,-17.710444444444445,0.3,0.2537,5,44,49
521,2011-01-23,1,19,False,0,1,0.12,-17.710444444444445,0.3,0.2836,5,45,50
522,2011-01-23,1,20,False,0,1,0.1,-17.718833333333333,0.36,0.2537,4,31,35
523,2011-01-23,1,21,False,0,1,0.1,-17.718833333333333,0.36,0.194,5,20,25
524,2011-01-23,1,22,False,0,1,0.08,-17.72727777777778,0.38,0.194,5,23,28
525,2011-01-23,1,23,False,0,1,0.06,-17.74411111111111,0.41,0.2239,4,17,21
526,2011-01-24,1,0,False,1,1,0.06,-17.74411111111111,0.41,0.194,0,7,7
527,2011-01-24,1,1,False,1,1,0.04,-17.7525,0.45,0.194,0,1,1
529,2011-01-24,1,4,False,1,1,0.02,-17.74411111111111,0.48,0.1343,0,1,1
530,2011-01-24,1,5,False,1,1,0.02,-17.74411111111111,0.48,0.1343,0,5,5
531,2011-01-24,1,6,False,1,1,0.02,-17.735666666666663,0.48,0.0896,0,15,15
532,2011-01-24,1,7,False,1,1,0.02,-17.710444444444445,0.48,0.0,5,79,84
534,2011-01-24,1,9,False,1,1,0.06,-17.69361111111111,0.41,0.0,4,98,102
535,2011-01-24,1,10,False,1,1,0.1,-17.702,0.42,0.0,6,34,40
536,2011-01-24,1,11,False,1,1,0.1,-17.710444444444445,0.46,0.1343,3,43,46
537,2011-01-24,1,12,False,1,2,0.12,-17.702,0.42,0.194,11,52,63
538,2011-01-24,1,13,False,1,2,0.14,-17.702,0.43,0.2239,6,54,60
539,2011-01-24,1,14,False,1,2,0.14,-17.702,0.46,0.2239,2,43,45
540,2011-01-24,1,15,False,1,1,0.16,-17.685166666666667,0.4,0.1642,7,50,57
541,2011-01-24,1,16,False,1,1,0.16,-17.69361111111111,0.47,0.2537,4,66,70
543,2011-01-24,1,18,False,1,1,0.14,-17.702,0.59,0.194,8,1,1
544,2011-01-24,1,19,False,1,1,0.14,-17.69361111111111,0.54,0.1642,5,101,106
545,2011-01-24,1,20,False,1,1,0.14,-17.702,0.59,0.194,1,80,81
546,2011-01-24,1,21,False,1,1,0.14,-17.69361111111111,0.63,0.1642,6,53,59
547,2011-01-24,1,22,False,1,2,0.14,-17.702,0.63,0.2239,3,32,35
548,2011-01-24,1,23,False,1,2,0.16,-17.69361111111111,0.64,0.2537,3,21,24
549,2011-01-25,1,0,False,2,2,0.16,-17.702,0.69,0.2836,3,6,9
550,2011-01-25,1,1,False,2,2,0.16,-17.685166666666667,0.69,0.1642,0,5,5
551,2011-01-25,1,2,False,2,1,0.16,-17.69361111111111,0.69,0.2239,0,2,2
552,2011-01-25,1,4,False,2,1,0.14,-17.685166666666667,0.74,0.1045,0,1,1
553,2011-01-25,1,5,False,2,1,0.14,-17.702,0.74,0.2239,0,9,9
554,2011-01-25,1,6,False,2,1,0.16,-17.67677777777778,0.74,0.1045,1,35,36
555,2011-01-25,1,7,False,2,1,0.16,-17.69361111111111,0.74,0.2239,5,103,108
557,2011-01-25,1,9,False,2,2,0.2,-17.6515,0.64,0.0896,10,134,144
558,2011-01-25,1,10,False,2,2,0.22,-17.64311111111111,0.6,0.1045,6,49,55
559,2011-01-25,1,11,False,2,2,0.24,-17.64311111111111,0.6,0.1343,6,55,61
562,2011-01-25,1,14,False,2,2,0.3,-17.59261111111111,0.45,0.0,11,57,68
564,2011-01-25,1,16,False,2,2,0.32,-17.584166666666665,0.42,0.0,0,102,116
567,2011-01-25,1,19,False,2,2,0.26,-17.634666666666664,0.65,0.1642,0,133,146
569,2011-01-25,1,21,False,2,1,0.24,-17.6515,0.65,0.194,5,40,45
570,2011-01-25,1,22,False,2,1,0.22,-17.6515,0.64,0.1642,4,49,53
571,2011-01-25,1,23,False,2,2,0.22,-17.6515,0.64,0.1642,3,37,40
572,2011-01-26,1,0,False,3,2,0.22,-17.6515,0.69,0.1343,3,14,17
573,2011-01-26,1,1,False,3,2,0.24,-17.64311111111111,0.65,0.1343,0,5,5
574,2011-01-26,1,2,False,3,1,0.22,-17.6515,0.69,0.194,3,7,10
575,2011-01-26,1,5,False,3,1,0.2,-17.67677777777778,0.86,0.2836,0,1,1
576,2011-01-26,1,6,False,3,1,0.2,-17.67677777777778,0.86,0.2836,0,8,8
577,2011-01-26,1,7,False,3,1,0.22,-17.659944444444445,0.87,0.2985,1,29,30
578,2011-01-26,1,8,False,3,1,0.22,-17.659944444444445,0.87,0.2985,3,69,72
579,2011-01-26,1,9,False,3,1,0.22,-17.659944444444445,0.87,0.2985,3,55,58
580,2011-01-26,1,10,False,3,1,0.22,-17.659944444444445,0.93,0.2836,2,26,28
581,2011-01-26,1,11,False,3,1,0.22,-17.668333333333337,0.93,0.3284,6,35,41
582,2011-01-26,1,12,False,3,1,0.22,-17.668333333333337,0.93,0.3284,7,41,48
583,2011-01-26,1,13,False,3,1,0.22,-17.668333333333337,0.93,0.3284,4,43,47
584,2011-01-26,1,14,False,3,1,0.22,-17.668333333333337,0.93,0.3582,0,36,36
585,2011-01-26,1,15,False,3,1,0.22,-17.67677777777778,0.93,0.4627,1,42,43
587,2011-01-26,1,17,False,3,1,0.2,-17.67677777777778,0.93,0.3582,0,26,26
588,2011-01-27,1,16,False,4,1,0.22,-17.6515,0.55,0.194,1,23,24
589,2011-01-27,1,17,False,4,1,0.22,-17.64311111111111,0.55,0.1045,2,82,84
590,2011-01-27,1,18,False,4,1,0.2,-17.6515,0.69,0.0896,3,101,104
591,2011-01-27,1,19,False,4,1,0.2,-17.6515,0.69,0.0896,3,76,79
592,2011-01-27,1,20,False,4,1,0.18,-17.659944444444445,0.74,0.0896,4,55,59
593,2011-01-27,1,21,False,4,1,0.18,-17.659944444444445,0.74,0.0896,2,36,38
594,2011-01-27,1,22,False,4,1,0.18,-17.659944444444445,0.74,0.0896,0,27,27
595,2011-01-27,1,23,False,4,1,0.18,-17.668333333333337,0.8,0.1642,0,16,16
596,2011-01-28,1,0,False,5,2,0.2,-17.659944444444445,0.75,0.1343,0,9,9
597,2011-01-28,1,1,False,5,2,0.2,-17.659944444444445,0.75,0.1343,1,2,3
598,2011-01-28,1,2,False,5,2,0.2,-17.659944444444445,0.75,0.1642,0,2,2
599,2011-01-28,1,3,False,5,2,0.2,-17.6515,0.75,0.1045,1,0,1
600,2011-01-28,1,5,False,5,2,0.18,-17.659944444444445,0.8,0.1045,0,4,4
601,2011-01-28,1,6,False,5,2,0.18,-17.668333333333337,0.8,0.1343,0,16,16
602,2011-01-28,1,7,False,5,2,0.16,-17.668333333333337,0.86,0.0896,2,58,60
604,2011-01-28,1,9,False,5,1,0.18,-17.659944444444445,0.86,0.0896,6,95,101
605,2011-01-28,1,10,False,5,1,0.18,-17.659944444444445,0.86,0.1045,0,49,49
606,2011-01-28,1,11,False,5,1,0.18,-17.659944444444445,0.93,0.1045,0,30,30
607,2011-01-28,1,12,False,5,1,0.18,-17.659944444444445,0.93,0.1045,1,28,29
608,2011-01-28,1,13,False,5,1,0.18,-17.659944444444445,0.93,0.1045,0,31,31
609,2011-01-28,1,14,False,5,1,0.22,-17.62627777777778,0.8,0.0,2,36,38
610,2011-01-28,1,15,False,5,2,0.2,-17.634666666666664,0.86,0.0,1,40,41
620,2011-01-29,1,1,False,6,1,-17.655555555555555,-17.6515,0.64,0.194,0,20,20
621,2011-01-29,1,2,False,6,1,-17.655555555555555,-17.6515,0.64,0.1642,0,15,15
622,2011-01-29,1,3,False,6,1,-17.666666666666668,-17.659944444444445,0.64,0.1343,3,5,8
623,2011-01-29,1,4,False,6,1,-17.688888888888886,-17.67677777777778,0.69,0.1045,1,2,3
624,2011-01-29,1,6,False,6,1,-17.688888888888886,-17.67677777777778,0.64,0.1343,0,2,2
625,2011-01-29,1,7,False,6,1,-17.688888888888886,-17.67677777777778,0.59,0.1045,1,4,5
626,2011-01-29,1,8,False,6,1,-17.677777777777777,-17.668333333333337,0.55,0.1642,3,31,34
627,2011-01-29,1,9,False,6,1,-17.677777777777777,-17.659944444444445,0.59,0.0896,0,34,34
628,2011-01-29,1,10,False,6,2,-17.677777777777777,-17.659944444444445,0.64,0.1045,4,51,55
629,2011-01-29,1,11,False,6,2,-17.677777777777777,-17.668333333333337,0.64,0.1343,4,60,64
630,2011-01-29,1,12,False,6,2,-17.666666666666668,-17.668333333333337,0.59,0.194,12,66,78
631,2011-01-29,1,13,False,6,2,-17.655555555555555,-17.6515,0.55,0.1642,9,56,65
632,2011-01-29,1,14,False,6,2,-17.655555555555555,-17.6515,0.6,0.1343,10,89,99
635,2011-01-29,1,17,False,6,1,-17.644444444444446,-17.617833333333333,0.6,0.0,9,82,91
636,2011-01-29,1,18,False,6,1,-17.655555555555555,-17.6515,0.69,0.1343,9,59,68
637,2011-01-29,1,19,False,6,2,-17.655555555555555,-17.659944444444445,0.69,0.2537,6,52,58
638,2011-01-29,1,20,False,6,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,1,42,43
639,2011-01-29,1,21,False,6,1,-17.677777777777777,-17.659944444444445,0.74,0.0896,1,35,36
640,2011-01-29,1,22,False,6,1,-17.688888888888886,-17.668333333333337,0.8,0.0896,4,28,32
641,2011-01-29,1,23,False,6,1,-17.688888888888886,-17.668333333333337,0.8,0.0896,3,30,33
642,2011-01-30,1,0,False,0,1,-17.688888888888886,-17.67677777777778,0.8,0.1045,0,33,33
643,2011-01-30,1,1,False,0,1,-17.700000000000003,-17.659944444444445,0.8,0.0,7,22,29
644,2011-01-30,1,2,False,0,1,-17.688888888888886,-17.6515,0.8,0.0,1,10,11
645,2011-01-30,1,3,False,0,1,-17.700000000000003,-17.659944444444445,0.93,0.0,1,7,8
646,2011-01-30,1,4,False,0,1,-17.700000000000003,-17.659944444444445,0.93,0.0,0,1,1
647,2011-01-30,1,5,False,0,1,-17.700000000000003,-17.659944444444445,0.86,0.0,0,3,3
648,2011-01-30,1,7,False,0,1,-17.700000000000003,-17.659944444444445,0.86,0.0,0,3,3
649,2011-01-30,1,8,False,0,2,-17.700000000000003,-17.659944444444445,0.86,0.0,1,11,12
650,2011-01-30,1,9,False,0,2,-17.688888888888886,-17.6515,0.8,0.0,4,34,38
651,2011-01-30,1,10,False,0,2,-17.677777777777777,-17.64311111111111,0.8,0.0,7,57,64
652,2011-01-30,1,11,False,0,1,-17.655555555555555,-17.62627777777778,0.75,0.0,9,50,59
653,2011-01-30,1,12,False,0,1,-17.61111111111111,-17.601,0.52,0.1045,10,87,97
654,2011-01-30,1,13,False,0,1,-17.62222222222222,-17.617833333333333,0.61,0.1045,0,71,84
656,2011-01-30,1,15,False,0,1,-17.61111111111111,-17.59261111111111,0.56,0.0,0,95,109
658,2011-01-30,1,17,False,0,1,-17.61111111111111,-17.617833333333333,0.56,0.194,6,71,77
659,2011-01-30,1,18,False,0,1,-17.633333333333333,-17.634666666666664,0.65,0.1642,8,57,65
660,2011-01-30,1,19,False,0,1,-17.633333333333333,-17.634666666666664,0.65,0.194,9,46,55
661,2011-01-30,1,20,False,0,2,-17.633333333333333,-17.62627777777778,0.65,0.1045,3,30,33
662,2011-01-30,1,21,False,0,2,-17.644444444444446,-17.64311111111111,0.7,0.1642,3,25,28
663,2011-01-30,1,22,False,0,2,-17.644444444444446,-17.6515,0.7,0.194,2,19,21
664,2011-01-30,1,23,False,0,2,-17.644444444444446,-17.659944444444445,0.65,0.2836,5,16,21
665,2011-01-31,1,0,False,1,2,-17.644444444444446,-17.6515,0.65,0.2239,1,6,7
666,2011-01-31,1,1,False,1,1,-17.655555555555555,-17.659944444444445,0.64,0.2537,2,5,7
667,2011-01-31,1,2,False,1,1,-17.655555555555555,-17.6515,0.64,0.194,0,1,1
668,2011-01-31,1,3,False,1,1,-17.655555555555555,-17.6515,0.64,0.194,0,2,2
669,2011-01-31,1,4,False,1,1,-17.666666666666668,-17.668333333333337,0.59,0.2239,0,2,2
670,2011-01-31,1,5,False,1,1,-17.677777777777777,-17.685166666666667,0.64,0.2836,0,8,8
671,2011-01-31,1,6,False,1,1,-17.688888888888886,-17.702,0.69,0.3284,0,37,37
672,2011-01-31,1,7,False,1,2,-17.688888888888886,-17.702,0.64,0.2836,1,71,72
674,2011-01-31,1,9,False,1,2,-17.688888888888886,-17.702,0.59,0.2985,0,112,112
675,2011-01-31,1,10,False,1,2,-17.688888888888886,-17.69361111111111,0.59,0.194,1,68,69
676,2011-01-31,1,11,False,1,2,-17.688888888888886,-17.69361111111111,0.59,0.194,2,46,48
677,2011-01-31,1,12,False,1,2,-17.677777777777777,-17.659944444444445,0.55,0.1045,6,62,68
678,2011-01-31,1,13,False,1,2,-17.688888888888886,-17.6515,0.59,0.0,2,52,54
679,2011-01-31,1,14,False,1,2,-17.677777777777777,-17.668333333333337,0.55,0.1343,1,85,86
680,2011-01-31,1,15,False,1,2,-17.688888888888886,-17.67677777777778,0.59,0.1343,3,41,44
681,2011-01-31,1,16,False,1,2,-17.688888888888886,-17.67677777777778,0.56,0.194,3,83,86
684,2011-01-31,1,19,False,1,1,-17.61111111111111,-17.601,0.61,0.1045,3,108,111
685,2011-01-31,1,20,False,1,1,-17.688888888888886,-17.685166666666667,0.59,0.1642,0,78,78
686,2011-01-31,1,21,False,1,1,-17.688888888888886,-17.668333333333337,0.59,0.0896,3,53,56
687,2011-01-31,1,22,False,1,2,-17.688888888888886,-17.67677777777778,0.59,0.1045,0,34,34
688,2011-01-31,1,23,False,1,2,-17.688888888888886,-17.668333333333337,0.64,0.0896,2,15,17
689,2011-02-01,1,0,False,2,2,-17.688888888888886,-17.67677777777778,0.64,0.1045,2,6,8
690,2011-02-01,1,1,False,2,2,-17.688888888888886,-17.67677777777778,0.69,0.1045,0,3,3
691,2011-02-01,1,2,False,2,2,-17.688888888888886,-17.6515,0.69,0.0,0,2,2
692,2011-02-01,1,3,False,2,2,-17.688888888888886,-17.6515,0.69,0.0,0,2,2
693,2011-02-01,1,5,False,2,1,-17.700000000000003,-17.659944444444445,0.93,0.0,0,3,3
694,2011-02-01,1,6,False,2,1,-17.700000000000003,-17.659944444444445,0.93,0.0,0,22,22
695,2011-02-01,1,7,False,2,1,-17.688888888888886,-17.6515,0.93,0.0,0,52,52
696,2011-02-01,1,8,False,2,1,-17.688888888888886,-17.6515,0.93,0.0,3,132,135
697,2011-02-01,1,9,False,2,2,-17.688888888888886,-17.6515,0.93,0.0,2,114,116
698,2011-02-01,1,10,False,2,2,-17.688888888888886,-17.6515,0.93,0.0,0,47,47
699,2011-02-01,1,11,False,2,2,-17.677777777777777,-17.64311111111111,0.86,0.0,2,49,51
700,2011-02-01,1,12,False,2,2,-17.666666666666668,-17.634666666666664,0.86,0.0,2,53,55
701,2011-02-01,1,13,False,2,2,-17.666666666666668,-17.634666666666664,0.86,0.0,3,49,52
702,2011-02-01,1,14,False,2,2,-17.655555555555555,-17.634666666666664,0.8,0.0896,5,49,54
703,2011-02-01,1,15,False,2,2,-17.644444444444446,-17.617833333333333,0.75,0.0,7,45,52
704,2011-02-01,1,16,False,2,2,-17.644444444444446,-17.64311111111111,0.75,0.1343,3,61,64
707,2011-02-01,1,19,False,2,2,-17.644444444444446,-17.64311111111111,0.81,0.1343,3,105,108
708,2011-02-01,1,20,False,2,2,-17.655555555555555,-17.6515,0.87,0.1343,5,69,74
709,2011-02-01,1,21,False,2,2,-17.655555555555555,-17.6515,0.87,0.1343,0,64,64
710,2011-02-01,1,22,False,2,2,-17.655555555555555,-17.634666666666664,0.87,0.0896,2,34,36
711,2011-02-01,1,23,False,2,1,-17.666666666666668,-17.668333333333337,0.93,0.194,1,15,16
